Entry	Gene Names	Mouse_Symbol
Q8BQN2	Dclk1 Dcamkl1	Dclk1
A0A0G2JGH1	Dclk1	Dclk1
A0A0G2JGR9	Dclk1	Dclk1
A8IP62	Dclk1 ania-4	Dclk1
Q6PGN3	Dclk2 Dcamkl2	Dclk2
A0A0A6YWI6	Dclk2	Dclk2
A0A0A6YX71	Dclk2	Dclk2
A0A0A6YX33	Dclk2	Dclk2
Q8BWQ5	Dclk3 Dcamkl3	Dclk3
Q03146	Ddr1 Cak Eddr1 Mpk6	Ddr1
Q544T2	Ddr1	Ddr1
O35407	Ddr1 Nep	Ddr1
Q05BN5	Ddr1	Ddr1
G3UXE5	Ddr1	Ddr1
Q6NZR6	Ddr1	Ddr1
D6RII6	Ddr1	Ddr1
F7BZR8	Ddr1	Ddr1
B0V2H8	Ddr1	Ddr1
B0V2H9	Ddr1	Ddr1
B0V2I0	Ddr1	Ddr1
E9PW79	Ddr1	Ddr1
Q62371	Ddr2 Ntrkr3 Tkt Tyro10	Ddr2
A0A0A6YXY2	Ddr2	Ddr2
P54265	Dmpk Dm15 Mdpk	Dmpk
E9Q6J9	Dmpk	Dmpk
Q05CL1	Dmpk DM	Dmpk
Q6DI71	Dmpk	Dmpk
D6RI32	Dmpk	Dmpk
D3YYG5	Dmpk	Dmpk
Q6XUX1	Dstyk Ripk5	Dstyk
A0A087WP69	Dstyk	Dstyk
Q6A064	Dstyk mKIAA0472 Ripk5	Dstyk
A0A087WQX0	Dstyk	Dstyk
A1L3P8	Dstyk Ripk5	Dstyk
Q61214	Dyrk1a Dyrk	Dyrk1a
A9C475	Dyrk1a	Dyrk1a
F6U6X3	Dyrk1a	Dyrk1a
Q8C774	Dyrk1a	Dyrk1a
A1L341	Dyrk1a	Dyrk1a
Q8K006	Dyrk1a	Dyrk1a
Q61158	Dyrk1c Dyrk1a	Dyrk1a
Q80ZK5	Dyrk1a	Dyrk1a
A9C477	Dyrk1a	Dyrk1a
Q3USJ7	Dyrk1a Gm10783	Dyrk1a
A9C478	Dyrk1a	Dyrk1a
Q9Z188	Dyrk1b	Dyrk1b
Q5U4C9	Dyrk2	Dyrk2
Q922Y0	Dyrk3	Dyrk3
A0A087WQ56	Dyrk3	Dyrk3
Q8BI55	Dyrk4	Dyrk4
K3W4S9	Dyrk4	Dyrk4
O08796	Eef2k	Eef2k
Q7TPC7	Eef2k	Eef2k
Q8CEC8	Eef2k	Eef2k
Q8BNP6	Eef2k	Eef2k
Q3UWZ1	Eef2k	Eef2k
D3Z088	Eef2k	Eef2k
F7A9F2	Eef2k	Eef2k
D3Z1Y3	Eef2k	Eef2k
Q3V3Q0	Eef2k	Eef2k
F6ZEU2	Eef2k	Eef2k
Q01279	Egfr	Egfr
Q9EP98	Egfr	Egfr
Q9WVF5	Egfr	Egfr
Q9ERV6	Egfr	Egfr
Q5SVE7	Egfr	Egfr
Q3TQS6	Egfr	Egfr
Q99PK1	Egfr	Egfr
Q9Z2R9	Eif2ak1 Hri	Eif2ak1
Q3TYQ3	Eif2ak1	Eif2ak1
Q03963	Eif2ak2 Pkr Prkr Tik	Eif2ak2
Q91YN2	Eif2ak2 Prkr	Eif2ak2
Q78E06	Eif2ak2 Prkr	Eif2ak2
Q9Z2B5	Eif2ak3 Pek Perk	Eif2ak3
E9QQ30	Eif2ak3	Eif2ak3
Q7TQC8	Eif2ak3	Eif2ak3
A0A0R4J1Y1	Eif2ak3	Eif2ak3
Q9QZ05	Eif2ak4 Gcn2 Kiaa1338	Eif2ak4
A2AUM0	Eif2ak4	Eif2ak4
A2AUM1	Eif2ak4	Eif2ak4
A2AUM2	Eif2ak4	Eif2ak4
A2AUL9	Eif2ak4	Eif2ak4
Q60750	Epha1 Esk	Epha1
Q6IR19	Epha1	Epha1
A0A0N4SUP4	Epha1	Epha1
Q9CYI2	Epha1	Epha1
Q8BYG9	Epha10	Epha10
F6WVB0	Epha10	Epha10
Q03145	Epha2 Eck Myk2 Sek2	Epha2
P29319	Epha3 Etk1 Mek4 Tyro4	Epha3
Q8BRB1	Epha3	Epha3
Q8C3U1	Epha3	Epha3
B7ZNN5	Epha3	Epha3
Q8C9K6	Epha3	Epha3
A0A338P7J9	Epha3	Epha3
A0A338P6A7	Epha3	Epha3
Q03137	Epha4 Sek Sek1	Epha4
Q99KA8	Epha4	Epha4
A0A087WQW6	Epha4	Epha4
Q3V1W9	Epha4	Epha4
A0A087WQZ6	Epha4	Epha4
A0A087WRH4	Epha4	Epha4
Q60629	Epha5 Bsk Ehk1	Epha5
E9PUP9	Epha5	Epha5
E9PUQ2	Epha5	Epha5
E9PUQ0	Epha5	Epha5
Q6PFV6	Epha5	Epha5
E9PUQ4	Epha5	Epha5
Q61821	Epha5	Epha5
Q62413	Epha6 Ehk-2 Ehk2	Epha6
G1K381	Epha6	Epha6
Q61772	Epha7 Ebk Ehk3 Mdk1	Epha7
A2BDQ4	Epha7	Epha7
Q8R381	Epha7	Epha7
Q3V3T7	Epha7	Epha7
Q8CC52	Epha7	Epha7
Q8CCF9	Epha7	Epha7
O09127	Epha8 Eek	Epha8
Q5DTX7	Epha8 mKIAA1459	Epha8
Q8CBF3	Ephb1	Ephb1
Q8CA63	Ephb1	Ephb1
Q8C4I9	Ephb1	Ephb1
P54763	Ephb2 Epth3 Nuk Sek3	Ephb2
F6Q4H2	Ephb2	Ephb2
Q62128	Ephb4 Ephb2 PTK	Ephb2
P54754	Ephb3 Etk2 Mdk5 Sek4	Ephb3
Q60669	Ephb3	Ephb3
E0CYA3	Ephb3	Ephb3
Q3TZ77	Ephb3	Ephb3
A0A338P6E0	Ephb3	Ephb3
A0A338P6F1	Ephb3	Ephb3
P54761	Ephb4 Htk Mdk2 Myk1	Ephb4
Q8C8K1	Ephb4	Ephb4
E9PWK7	Ephb4	Ephb4
Q8C7S3	Ephb4	Ephb4
Q3V1K8	Ephb4	Ephb4
Q91YM0	Ephb4	Ephb4
Q62128	Ephb4 Ephb2 PTK	Ephb4
O08644	Ephb6 Cekl	Ephb6
F6TDC5	Ephb6	Ephb6
F6W657	Ephb6	Ephb6
P70424	Erbb2 Kiaa3023 Neu	Erbb2
Q8C0E7	Erbb2	Erbb2
Q80Y89	Erbb2	Erbb2
Q8R2X1	Erbb2	Erbb2
Q61526	Erbb3	Erbb3
O88458	Erbb3	Erbb3
Q61527	Erbb4 Mer4	Erbb4
B2KGF7	Erbb4	Erbb4
O88459	Erbb4	Erbb4
Q9EQY0	Ern1 Ire1	Ern1
B1ARJ5	Ern1	Ern1
B1ATQ7	Ern1	Ern1
Q3TBZ5	Ern1	Ern1
Q9Z2E3	Ern2 Ire2	Ern2
Q32MS5	Ern2	Ern2
Q3UTN5	Ern2	Ern2
P70451	Fer Fert2	Fer
Q3TZJ5	Fer Fert2	Fer
Q3TME9	Fer Fert2	Fer
A0A3B2W4F1	Fer	Fer
Q9CRE2	Fer Fert2	Fer
P16879	Fes Fps	Fes
A0A0U1RPM2	Fes	Fes
A0A0U1RNL3	Fes	Fes
A0A0U1RPQ5	Fes	Fes
A0A0U1RQ80	Fes	Fes
A0A0U1RPB9	Fes	Fes
A0A0U1RPD6	Fes	Fes
A0A0U1RPN6	Fes	Fes
Q8CGG9	Fes	Fes
P16092	Fgfr1 Flg	Fgfr1
Q8CIM9	Fgfr1	Fgfr1
Q60818	Fgfr1	Fgfr1
Q8CBY7	Fgfr1	Fgfr1
Q3TJ05	Fgfr1	Fgfr1
Q61565	Fgfr1 MB-2	Fgfr1
A0A1B0GSZ6	Fgfr1	Fgfr1
A0A1B0GSD9	Fgfr1	Fgfr1
D3YW77	Fgfr1	Fgfr1
D3Z4V6	Fgfr1	Fgfr1
A0A1B0GSQ7	Fgfr1	Fgfr1
P21803	Fgfr2 Bek Ect1	Fgfr2
A1YYM5	Fgfr2	Fgfr2
E9PVU6	Fgfr2	Fgfr2
E9Q7E8	Fgfr2	Fgfr2
A1YYM6	Fgfr2	Fgfr2
A1YYM8	Fgfr2	Fgfr2
A1YYN7	Fgfr2	Fgfr2
E9PX88	Fgfr2	Fgfr2
E9Q5C2	Fgfr2	Fgfr2
E9QK53	Fgfr2	Fgfr2
A1YYP1	Fgfr2	Fgfr2
D3Z5M8	Fgfr2	Fgfr2
E9PX60	Fgfr2	Fgfr2
E9PX90	Fgfr2	Fgfr2
A1YYM3	Fgfr2	Fgfr2
A1YYM9	Fgfr2	Fgfr2
A1YYN0	Fgfr2	Fgfr2
A1YYN6	Fgfr2	Fgfr2
A1YYN9	Fgfr2	Fgfr2
B9EKY4	Fgfr2	Fgfr2
E9PXV8	Fgfr2	Fgfr2
E9Q5C3	Fgfr2	Fgfr2
E9Q708	Fgfr2	Fgfr2
E9Q7C7	Fgfr2	Fgfr2
E9Q7T0	Fgfr2	Fgfr2
A1YYM4	Fgfr2	Fgfr2
A1YYM7	Fgfr2	Fgfr2
A1YYN1	Fgfr2	Fgfr2
A1YYN2	Fgfr2	Fgfr2
A1YYN5	Fgfr2	Fgfr2
A1YYP0	Fgfr2	Fgfr2
B7ZWP2	Fgfr2	Fgfr2
E9PX67	Fgfr2	Fgfr2
E9Q7E6	Fgfr2	Fgfr2
A1YYN4	Fgfr2	Fgfr2
A1YYN8	Fgfr2	Fgfr2
E9Q700	Fgfr2	Fgfr2
A1YYN3	Fgfr2	Fgfr2
D6RJK5	Fgfr2	Fgfr2
F2Z480	Fgfr2	Fgfr2
F7BDU9	Fgfr2	Fgfr2
Q61851	Fgfr3 Mfr3 Sam3	Fgfr3
Q3TQL1	Fgfr3	Fgfr3
Q7TSI8	Fgfr3	Fgfr3
Q99052	Fgfr3 Flg-2	Fgfr3
E9QNJ9	Fgfr3	Fgfr3
F6TK14	Fgfr3	Fgfr3
Q3UPE1	Fgfr3	Fgfr3
Q61563	Fgfr3 FR3	Fgfr3
Q3TQJ1	Fgfr3	Fgfr3
A0A0J9YU20	Fgfr3	Fgfr3
A0A0J9YTQ5	Fgfr3	Fgfr3
A0A0J9YUB8	Fgfr3	Fgfr3
A0A0J9YUX1	Fgfr3	Fgfr3
Q3UNB1	G630022F23Rik Fgfr3	Fgfr3
A0A0J9YU04	Fgfr3	Fgfr3
D3Z7U5	Fgfr3	Fgfr3
Q03142	Fgfr4 Fgfr-4 Mpk-11	Fgfr4
A0A0R4IZY3	Fgfr4	Fgfr4
Q9ESV5	Fgfr4	Fgfr4
Q9ESV4	Fgfr4	Fgfr4
P14234	Fgr	Fgr
Q6GTF2	Fgr	Fgr
P35969	Flt1 Emrk2 Flt Vegfr1	Flt1
A0A0R4J0A4	Flt1	Flt1
O55095	Flt1	Flt1
Q8K1H4	Flt1	Flt1
Q3TJC1	Flt1	Flt1
Q9CSC8	Flt1	Flt1
Q78ZF4	Flt1 FLT-1	Flt1
Q9CW58	Flt1	Flt1
Q9DAV2	Flt1	Flt1
Q00342	Flt3 Flk-2 Flt-3	Flt3
Q3UEW6	Flt3	Flt3
Q60515	Flt3	Flt3
Q3TQF1	Flt3	Flt3
Q8BR20	Flt3	Flt3
P35917	Flt4 Flt-4 Vegfr3	Flt4
Q5SU94	Flt4	Flt4
Q9ER35	Fn3k	Fn3k
Q7TQJ3	Fn3k	Fn3k
Q6P264	Fn3k	Fn3k
Q8K274	Fn3krp	Fn3krp
Q8BHV7	Fn3krp BC032265	Fn3krp
Q922K9	Frk Bsk Iyk	Frk
P39688	Fyn	Fyn
D3YZ57	Fyn	Fyn
D3YZA2	Fyn	Fyn
D3YVZ0	Fyn	Fyn
Q99KY4	Gak DNAJC26	Gak
A0A0R4J0F6	Gak	Gak
Q3UIZ0	Gak	Gak
Q3UDE5	Gak	Gak
F6SLK1	Gak	Gak
A0A0G2JFZ0	Gak	Gak
D6RHK5	Gak	Gak
F7BG02	Gak	Gak
A0A0G2JEW6	Gak	Gak
A0A0G2JGP6	Gak	Gak
Q9R0N0	Galk1 Galk Glk	Galk1
Q80UL3	Galk1	Galk1
Q9CWW5	Galk1	Galk1
Q9CXZ9	Galk1	Galk1
Q9WVL4	Grk1 Rhok	Grk1
Q4V9Z9	Grk1	Grk1
G3X905	Grk1	Grk1
Q99MK8	Grk2 Adrbk1	Grk2
Q3U1V3	Grk2 Adrbk1	Grk2
Q7TS64	Grk2 Adrbk1	Grk2
F6Y9P3	Grk2	Grk2
F6QY34	Grk2	Grk2
F7AEX1	Grk2	Grk2
A0A494B9J9	Grk2	Grk2
Q3U5J8	Grk2 Adrbk1	Grk2
Q3UYH7	Grk3 Adrbk2	Grk3
Q8BVT9	Grk3 Adrbk2	Grk3
A0A0G2JEW1	Grk3	Grk3
Q8BX71	Grk3 Adrbk2	Grk3
O70291	Grk4 Gprk2l	Grk4
Q8BP13	Grk4 Gprk2l	Grk4
F7BEP0	Grk4	Grk4
Q9D203	Grk4 Gprk2l	Grk4
Q8VEB1	Grk5 Gprk5	Grk5
Q3TST4	Grk5 Gprk5	Grk5
A0A494B9K8	Grk5	Grk5
O70293	Grk6 Gprk6	Grk6
Q9EPB9	Grk6 Gprk6 GRK6 GRK6-D	Grk6
Q9EP84	Grk6 Gprk6 GRK6 GRK6-C	Grk6
A0A286YE10	Grk6	Grk6
Q3TTW2	Grk6 Gprk6	Grk6
A0A286YDA5	Grk6	Grk6
O70296	GRK6	Grk6
Q3UK88	Grk6 Gprk6	Grk6
Q792R0	GRK6	Grk6
A0A286YDZ5	Grk6	Grk6
Q2NL51	Gsk3a	Gsk3a
D3Z7E5	Gsk3a	Gsk3a
Q9WV60	Gsk3b	Gsk3b
E9QAQ5	Gsk3b	Gsk3b
Q5KU03	Gsk3b	Gsk3b
A0A338P6P8	Gsk3b	Gsk3b
Q3TB31	Gsk3b	Gsk3b
Q3UWA6	Gucy2c Guc2c	Gucy2c
Q61150	Gucy2c	Gucy2c
A0A0U1RPR8	Gucy2d	Gucy2d
F6VFS9	Gucy2d	Gucy2d
Q3V2J4	Gucy2d	Gucy2d
A0A0U1RPB5	Gucy2d	Gucy2d
P52785	Gucy2e Guc2e	Gucy2e
Q8C8X5	Gucy2e	Gucy2e
Q5SDA5	Gucy2f	Gucy2f
Q9Z0R0	Haspin Gsg2	Haspin
A0A0R4J0P2	Haspin Gsg2	Haspin
Q2KHL1	Haspin Gsg2	Haspin
Q3UU60	Haspin Gsg2	Haspin
P08103	Hck	Hck
F6UND7	Hck	Hck
O88904	Hipk1 Kiaa0630 Myak Nbak2	Hipk1
A0A0R4J1V6	Hipk1	Hipk1
A0S0L1	Hipk1	Hipk1
Q8C642	Hipk1	Hipk1
A0S0D9	Hipk1	Hipk1
A0S0E1	Hipk1	Hipk1
A0S0L0	Hipk1	Hipk1
A0S0E0	Hipk1	Hipk1
A0S0L2	Hipk1	Hipk1
A0S0L3	Hipk1	Hipk1
A0S0L5	Hipk1	Hipk1
A0S0D6	Hipk1	Hipk1
A0S0D7	Hipk1	Hipk1
A0S0D8	Hipk1	Hipk1
A0S0E2	Hipk1	Hipk1
A0S0L4	Hipk1	Hipk1
Q9QZR5	Hipk2 Nbak1 Stank	Hipk2
A0A0R4J202	Hipk2	Hipk2
Q5D0E9	Hipk2	Hipk2
A0A0R4J204	Hipk2	Hipk2
Q9ERH7	Hipk3 Fist3	Hipk3
A2AQH3	Hipk3	Hipk3
A2RRJ7	Hipk3	Hipk3
Q3UST3	Hipk3	Hipk3
O35694	Hipk3	Hipk3
Q3V016	Hipk4 Gm162	Hipk4
P17710	Hk1	Hk1
D3Z105	Hk1	Hk1
Q3TTB4	Hk1	Hk1
Q3UE51	Hk1	Hk1
D3Z365	Hk1	Hk1
G3UVV4	Hk1	Hk1
Q3UPC4	Hk1	Hk1
Q6GQU1	Hk1	Hk1
D3YYR4	Hk1	Hk1
Q3TJE3	Hk1	Hk1
O89063	Hk1	Hk1
F6QD41	Hk1	Hk1
B4YB29	Hk1	Hk1
O88866	Hunk Makv	Hunk
B2RQ72	Hunk	Hunk
Q3UGV4	Hunk	Hunk
Q3UMW5	Hunk	Hunk
Q60751	Igf1r	Igf1r
E9QNX9	Igf1r	Igf1r
Q3U1L4	Igf1r	Igf1r
Q3UVJ3	Igf1r	Igf1r
O88351	Ikbkb Ikkb	Ikbkb
Q5D0E0	Ikbkb IKK-2 IKK-beta IKK2 IKK[b]	Ikbkb
Q05DR8	Ikbkb	Ikbkb
A0A0R4J0T4	Ikbkb	Ikbkb
Q3U141	Ikbkb	Ikbkb
Q3USX8	Ikbkb	Ikbkb
Q3V454	Ikbkb	Ikbkb
Q8BQA9	Ikbkb	Ikbkb
F6XPL0	Ikbkb	Ikbkb
F6ULQ4	Ikbkb	Ikbkb
Q9R0T8	Ikbke Ikke Ikki	Ikbke
Q3U6P9	Ikbke	Ikbke
E9PYL6	Ikbke	Ikbke
Q8CI55	Ikbke	Ikbke
Q5DU46	Ikbke mKIAA0151	Ikbke
E0CY50	Ikbke	Ikbke
O55222	Ilk ILK1 ILK2	Ilk
A0A1B0GRF6	Ilk	Ilk
A0A1B0GR42	Ilk	Ilk
F6Q5Z1	Ilk	Ilk
A0A1B0GRW6	Ilk	Ilk
D3YZA5	Ilk	Ilk
P15208	Insr	Insr
M4TKR7	Insr	Insr
Q3TPM5	Insr	Insr
Q3V313	Insr	Insr
A0A140LI30	Insr	Insr
B8Q3N4	Insr	Insr
O35466	InsR	Insr
Q3V2X8	Insr	Insr
Q9WTL4	Insrr Irr	Insrr
Q8C4P9	Insrr	Insrr
Q3UWD6	Insrr	Insrr
Q3UQC8	Insrr	Insrr
Q6PD10	Ip6k1 Ihpk1	Ip6k1
Q6A097	Ip6k1 Ihpk1 mKIAA0263	Ip6k1
A0A0A6YVR5	Ip6k1	Ip6k1
Q3UGJ0	Ip6k1 Ihpk1	Ip6k1
H3BIW9	Ip6k1	Ip6k1
H3BLD6	Ip6k1	Ip6k1
H3BKZ2	Ip6k1	Ip6k1
F7CWH3	Ip6k1	Ip6k1
H3BKD8	Ip6k1	Ip6k1
Q80V72	Ip6k2 Ihpk2	Ip6k2
A0A0A6YX46	Ip6k2	Ip6k2
Q6PAT6	Ip6k2 Ihpk2	Ip6k2
A0A0A6YWE4	Ip6k2	Ip6k2
Q9DB68	Ip6k2 Ihpk2	Ip6k2
A0A0A6YVS3	Ip6k2	Ip6k2
A0A0A6YWM3	Ip6k2	Ip6k2
A0A0A6YXT7	Ip6k2	Ip6k2
A0A0A6YWA1	Ip6k2	Ip6k2
A0A0A6YY18	Ip6k2	Ip6k2
Q7TT16	Ipmk Impk Ipk2	Ipmk
D3YWA2	Ipmk	Ipmk
F6X767	Ipmk	Ipmk
Q62406	Irak1 Il1rak	Irak1
B1AUW6	Irak1	Irak1
B1AUW9	Irak1	Irak1
Q8BR10	Irak1	Irak1
Q99J34	Irak1	Irak1
Q540G0	Irak1	Irak1
Q8K4N8	Irak1 IRAK1-S	Irak1
B1AUW8	Irak1	Irak1
F7CUT1	Irak1	Irak1
F6ZGQ1	Irak1	Irak1
B1AUW1	Irak1	Irak1
F6TQF4	Irak1	Irak1
F7ANU5	Irak1	Irak1
B1AUV9	Irak1	Irak1
F6THK7	Irak1	Irak1
Q8CFA1	Irak2	Irak2
A0A0N4SUW3	Irak2	Irak2
Q8K4B2	Irak3	Irak3
Q0VB14	Irak3	Irak3
D6RCU1	Irak3	Irak3
D3Z007	Irak3	Irak3
Q8R4K2	Irak4	Irak4
Q3USX5	Irak4	Irak4
Q9D250	Irak4	Irak4
Q03526	Itk Emt Tlk Tsk	Itk
Q5STT8	Itk	Itk
A1A560	Itk	Itk
Q3U5G1	Itk	Itk
Q8CAW3	Itk	Itk
Q5STT7	Itk	Itk
Q76N02	Itk	Itk
P52332	Jak1	Jak1
B1ASP2	Jak1	Jak1
Q3U8P8	Jak1	Jak1
Q3URU8	Jak1	Jak1
Q8K0I7	Jak1	Jak1
Q3TI10	Jak1	Jak1
Q3UZ30	Jak1	Jak1
Q8CFX4	Jak1	Jak1
B1ASP3	Jak1	Jak1
Q62120	Jak2	Jak2
A0A494BBB9	Jak2	Jak2
Q8CIN8	Jak2	Jak2
Q62137	Jak3	Jak3
A0A0R4J0R7	Jak3	Jak3
P97423	Jak3	Jak3
A2CG49	Kalrn	Kalrn
D3Z4R2	Kalrn	Kalrn
F6QYT9	Kalrn	Kalrn
B1B1A7	Kalrn	Kalrn
D3Z534	Kalrn	Kalrn
D3Z535	Kalrn	Kalrn
D3Z560	Kalrn	Kalrn
D3Z532	Kalrn	Kalrn
Q6PD97	Kalrn	Kalrn
P35918	Kdr Flk-1 Flk1	Kdr
Q3UQZ6	Kdr	Kdr
Q8CD05	Kdr	Kdr
P97328	Khk	Khk
A0A0J9YU79	Khk	Khk
A0A0J9YTU1	Khk	Khk
A0A0J9YUK6	Khk	Khk
Q9CPP1	Khk	Khk
E9Q1Q9	Khk	Khk
P05532	Kit Sl	Kit
Q3ULJ6	Kit	Kit
C7ENW2	Kit	Kit
A4ZVL1	Kit	Kit
Q61097	Ksr1 Ksr	Ksr1
Q5SXE4	Ksr1	Ksr1
Q3UV75	Ksr1 Ksr	Ksr1
A0A2I3BR95	Ksr1	Ksr1
A0A140LHP4	Ksr1	Ksr1
Q5SXE1	Ksr1	Ksr1
A0A140LHS5	Ksr1	Ksr1
Q5SXE2	Ksr1	Ksr1
Q3UVC0	Ksr2	Ksr2
A0A8V5L0Q6	Ksr2	Ksr2
A5X3G4	Ksr2	Ksr2
A0A075EIS2	Ksr2	Ksr2
C4IXV3	Ksr2	Ksr2
Q8BYR2	Lats1 Warts	Lats1
Q7TSJ6	Lats2	Lats2
G3UYM3	Lats2	Lats2
G3UY78	Lats2	Lats2
G3UXX1	Lats2	Lats2
Q8VHE2	Lats2	Lats2
G3UZ29	Lats2	Lats2
G3UWQ0	Lats2	Lats2
Q8VHE1	Lats2	Lats2
P06240	Lck Lsk-t	Lck
E9Q696	Lck	Lck
Q3TLX4	Lck	Lck
B2KG65	Lck	Lck
P53668	Limk1 Limk	Limk1
Q3UR47	Limk1	Limk1
E9PVB6	Limk1	Limk1
F6PZ73	Limk1	Limk1
Q3TA53	Limk1	Limk1
Q3TDI9	Limk1	Limk1
F6XM68	Limk1	Limk1
Q3UTQ4	Limk1	Limk1
O54785	Limk2	Limk2
Q5NC03	Limk2	Limk2
Q8BS94	Limk2	Limk2
Q8CAM1	Limk2	Limk2
Q3TYD6	Lmtk2 Brek Kiaa1079	Lmtk2
Q5XJV6	Lmtk3 Aatyk3	Lmtk3
A0A1B0GSR5	Lmtk3	Lmtk3
A0A0R4J0W7	Lmtk3	Lmtk3
A0A3B2WCD2	Lmtk3	Lmtk3
A0A1B0GRD8	Lmtk3	Lmtk3
A0A1B0GSU1	Lmtk3	Lmtk3
A0A1B0GR61	Lmtk3	Lmtk3
A0A1B0GSP4	Lmtk3	Lmtk3
Q3UHC2	Lrrk1 Kiaa1790	Lrrk1
F6YIW9	Lrrk1	Lrrk1
Q3TAH2	Lrrk1	Lrrk1
Q5S006	Lrrk2	Lrrk2
Q9CQG8	Lrrk2	Lrrk2
Q8BU87	Lrrk2	Lrrk2
P08923	Ltk	Ltk
B9EJ30	Ltk	Ltk
A0A804AW03	Ltk	Ltk
F6V2R5	Ltk	Ltk
Q0VGZ5	Ltk	Ltk
P25911	Lyn	Lyn
Q3TCS3	Lyn	Lyn
Q3U6Q5	Lyn	Lyn
Q8CEI0	Lyn	Lyn
Q05DV0	Lyn	Lyn
Q04859	Mak Rck	Mak
A0A286YCF7	Mak	Mak
A0A286YD80	Mak	Mak
A0A286YCX7	Mak	Mak
P31938	Map2k1 Mek1 Prkmk1	Map2k1
Q3TMJ8	Map2k1	Map2k1
Q3U3F4	Map2k1	Map2k1
Q9JJE1	Map2k1	Map2k1
Q3UK05	Map2k1	Map2k1
Q3TMW4	Map2k1	Map2k1
Q63932	Map2k2 Mek2 Mkk2 Prkmk2	Map2k2
Q91YS7	Map2k2	Map2k2
M0QWN2	Map2k2	Map2k2
Q3UPM3	Map2k2	Map2k2
A0A1W2P7V9	Map2k2	Map2k2
D3Z446	Map2k2	Map2k2
A0A1W2P769	Map2k2	Map2k2
Q3USU3	Map2k2	Map2k2
Q8CB46	Map2k2	Map2k2
O09110	Map2k3 Mkk3 Prkmk3	Map2k3
Q5SWN9	Map2k3	Map2k3
Q3TX82	Map2k3	Map2k3
A0A0R4J1Q6	Map2k3	Map2k3
Q3TJG7	Map2k3	Map2k3
Q3TLX7	Map2k3	Map2k3
Q3UDI2	Map2k3	Map2k3
P47809	Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1	Map2k4
B1ATL6	Map2k4	Map2k4
Q543X6	Map2k4	Map2k4
Q8K2U0	Map2k4 JNKK1 MEK4 MKK4 PRKMK4 Sek1	Map2k4
M0QW52	Map2k4	Map2k4
A0A2I3BQK8	Map2k4	Map2k4
M0QWR0	Map2k4	Map2k4
M0QWG5	Map2k4	Map2k4
Q9WVS7	Map2k5 Mek5 Mkk5 Prkmk5	Map2k5
Q3TM51	Map2k5	Map2k5
Q9CXY7	Map2k5	Map2k5
P70236	Map2k6 Prkmk6 Sapkk3	Map2k6
Q8BP44	Map2k6	Map2k6
A2AGS2	Map2k6	Map2k6
Q3UU57	Map2k6	Map2k6
Q543Z5	Map2k6	Map2k6
Q60521	Map2k6	Map2k6
P70273	Map2k6 SAPKK3b	Map2k6
Q8CE90	Map2k7 Mkk7	Map2k7
A0A140LHN8	Map2k7	Map2k7
P53349	Map3k1 Mekk Mekk1	Map3k1
F8VQ72	Map3k1	Map3k1
D3YVX9	Map3k1	Map3k1
Q66L42	Map3k10	Map3k10
D3YXM8	Map3k10	Map3k10
A0A0U1RQ74	Map3k10	Map3k10
Q80XI6	Map3k11 Mlk3	Map3k11
A0A494BBI0	Map3k11	Map3k11
A0A494BAX3	Map3k11	Map3k11
Q60700	Map3k12 Zpk	Map3k12
E9PUZ1	Map3k12	Map3k12
E9QA89	Map3k12	Map3k12
Q60647	Map3k12 Gm10337	Map3k12
E9PZU4	Map3k12	Map3k12
Q1HKZ5	Map3k13	Map3k13
Q9WUL6	Map3k14 Nik	Map3k14
Q544K4	Map3k14	Map3k14
Q3KNY7	Map3k14	Map3k14
A2AQW0	Map3k15	Map3k15
E9Q3S4	Map3k19 Ysk4	Map3k19
A0A140LHL6	Map3k19	Map3k19
A0A087WR30	Map3k19	Map3k19
A0A087WSG0	Map3k19	Map3k19
A0A571BFV4	Map3k19	Map3k19
A0A087WS76	Map3k19	Map3k19
Q61157	Map3k19 Ysk4	Map3k19
Q61083	Map3k2 Mekk2	Map3k2
G5E8L8	Map3k2	Map3k2
Q9ESL4	Map3k20 Mltk Zak	Map3k20
Q3TRG2	Map3k20 B230120H23Rik Zak	Map3k20
Q8BUD3	Map3k20 B230120H23Rik Zak	Map3k20
A2ASW6	Map3k20 B230120H23Rik Zak	Map3k20
Q8VDG6	Map3k21 Kiaa1804 Mlk4	Map3k21
Q3UWD8	Map3k21 BC021891	Map3k21
Q61084	Map3k3 Mekk3	Map3k3
Q3UVM5	Map3k3	Map3k3
Q5DTS0	Map3k3 mKIAA4031	Map3k3
O08648	Map3k4 Mekk4	Map3k4
Q80U64	Map3k4 mKIAA0213	Map3k4
A0A3B2WCF6	Map3k4	Map3k4
A0A3B2W3Y3	Map3k4	Map3k4
Q9CRU1	Map3k4	Map3k4
Q3UZV9	Map3k4	Map3k4
O35099	Map3k5 Ask1 Mekk5	Map3k5
E9PWG9	Map3k5	Map3k5
Q14AY4	Map3k5	Map3k5
D3YVC4	Map3k5	Map3k5
D3Z5H1	Map3k5	Map3k5
A0A1L1ST18	Map3k5	Map3k5
Q8CC79	Map3k5	Map3k5
Q9WTR2	Map3k6 Ask2 Mapkkk6 Mekk6	Map3k6
A0A0A0MQ82	Map3k6	Map3k6
